MODULE	GENE
ftd_ins_exc2_down_t2	NDFIP1
ftd_ins_exc2_down_t2	NDST1
ftd_ins_exc2_down_t2	NECTIN3-AS1
ftd_ins_exc2_down_t2	NFX1
ftd_ins_exc2_down_t2	NGDN
ftd_ins_exc2_down_t2	NIPSNAP2
ftd_ins_exc2_down_t2	NKTR
ftd_ins_exc2_down_t2	NMD3
ftd_ins_exc2_down_t2	NMRAL1
ftd_ins_exc2_down_t2	NNMT
ftd_ins_exc2_down_t2	NOL10
ftd_ins_exc2_down_t2	NOL9
ftd_ins_exc2_down_t2	NOM1
ftd_ins_exc2_down_t2	NOSIP
ftd_ins_exc2_down_t2	NOXA1
ftd_ins_exc2_down_t2	NPDC1
ftd_ins_exc2_down_t2	NPEPL1
ftd_ins_exc2_down_t2	NPHP4
ftd_ins_exc2_down_t2	NPIPB15
ftd_ins_exc2_down_t2	NPIPB5
ftd_ins_exc2_down_t2	NPLOC4
ftd_ins_exc2_down_t2	NPTX2
ftd_ins_exc2_down_t2	NPTXR
ftd_ins_exc2_down_t2	NRG2
ftd_ins_exc2_down_t2	NRSN2
ftd_ins_exc2_down_t2	NTRK3
ftd_ins_exc2_down_t2	NUP214
ftd_ins_exc2_down_t2	NUP93
ftd_ins_exc2_down_t2	NUP98
ftd_ins_exc2_down_t2	NVL
ftd_ins_exc2_down_t2	OARD1
ftd_ins_exc2_down_t2	ODR4
ftd_ins_exc2_down_t2	OGDH
ftd_ins_exc2_down_t2	OGFOD3
ftd_ins_exc2_down_t2	OPA3
ftd_ins_exc2_down_t2	OPHN1
ftd_ins_exc2_down_t2	OSGEP
ftd_ins_exc2_down_t2	P2RX4
ftd_ins_exc2_down_t2	P2RX7
ftd_ins_exc2_down_t2	P3H4
ftd_ins_exc2_down_t2	PAAF1
ftd_ins_exc2_down_t2	PAFAH1B1
ftd_ins_exc2_down_t2	PALB2
ftd_ins_exc2_down_t2	PALM2-AKAP2
ftd_ins_exc2_down_t2	PAM
ftd_ins_exc2_down_t2	PANK2
ftd_ins_exc2_down_t2	PAPPA2
ftd_ins_exc2_down_t2	PARVB
ftd_ins_exc2_down_t2	PATJ
ftd_ins_exc2_down_t2	PCBD2
ftd_ins_exc2_down_t2	PCCA
ftd_ins_exc2_down_t2	PCGF6
ftd_ins_exc2_down_t2	PCNX2
ftd_ins_exc2_down_t2	PCSK6
ftd_ins_exc2_down_t2	PCTP
ftd_ins_exc2_down_t2	PCYOX1L
ftd_ins_exc2_down_t2	PCYT1A
ftd_ins_exc2_down_t2	PDCD7
ftd_ins_exc2_down_t2	PDE4A
ftd_ins_exc2_down_t2	PDE6B
ftd_ins_exc2_down_t2	PDE8A
ftd_ins_exc2_down_t2	PDHX
ftd_ins_exc2_down_t2	PEBP4
ftd_ins_exc2_down_t2	PEX1
ftd_ins_exc2_down_t2	PEX3
ftd_ins_exc2_down_t2	PFKFB3
ftd_ins_exc2_down_t2	PGAP2
ftd_ins_exc2_down_t2	PGBD5
ftd_ins_exc2_down_t2	PHF12
ftd_ins_exc2_down_t2	PHF7
ftd_ins_exc2_down_t2	PHTF2
ftd_ins_exc2_down_t2	PI4KA
ftd_ins_exc2_down_t2	PIGG
ftd_ins_exc2_down_t2	PIGL
ftd_ins_exc2_down_t2	PIK3C2A
ftd_ins_exc2_down_t2	PILRB
ftd_ins_exc2_down_t2	PITPNA
ftd_ins_exc2_down_t2	PKNOX2
ftd_ins_exc2_down_t2	PLEKHG1
ftd_ins_exc2_down_t2	PLPP7
ftd_ins_exc2_down_t2	PMS2
ftd_ins_exc2_down_t2	PNMA3
ftd_ins_exc2_down_t2	PNN
ftd_ins_exc2_down_t2	PNPLA7
ftd_ins_exc2_down_t2	POLR1A
ftd_ins_exc2_down_t2	POLR3A
ftd_ins_exc2_down_t2	POLR3C
ftd_ins_exc2_down_t2	POLR3F
ftd_ins_exc2_down_t2	POM121C
ftd_ins_exc2_down_t2	POU2F2
ftd_ins_exc2_down_t2	PPCDC
ftd_ins_exc2_down_t2	PPIL2
ftd_ins_exc2_down_t2	PPP6R2
ftd_ins_exc2_down_t2	PQLC1
ftd_ins_exc2_down_t2	PRDM5
ftd_ins_exc2_down_t2	PRKAG1
ftd_ins_exc2_down_t2	PRKCA
ftd_ins_exc2_down_t2	PRKCZ
ftd_ins_exc2_down_t2	PRPF4B
ftd_ins_exc2_down_t2	PRPF6
ftd_ins_exc2_down_t2	PRSS55
ftd_ins_exc2_down_t2	PSMA5
ftd_ins_exc2_down_t2	PSMG4
ftd_ins_exc2_down_t2	PTCH1
ftd_ins_exc2_down_t2	PTH2R
ftd_ins_exc2_down_t2	PTPRN2
ftd_ins_exc2_down_t2	PTS
ftd_ins_exc2_down_t2	PUM3
ftd_ins_exc2_down_t2	PUS1
ftd_ins_exc2_down_t2	PWWP2B
ftd_ins_exc2_down_t2	PXDN
ftd_ins_exc2_down_t2	PYGB
ftd_ins_exc2_down_t2	QRICH1
ftd_ins_exc2_down_t2	QSOX1
ftd_ins_exc2_down_t2	QTRT2
ftd_ins_exc2_down_t2	RAB3D
ftd_ins_exc2_down_t2	RAB6A
ftd_ins_exc2_down_t2	RABEPK
ftd_ins_exc2_down_t2	RABL3
ftd_ins_exc2_down_t2	RAD54L2
ftd_ins_exc2_down_t2	RALGPS1
ftd_ins_exc2_down_t2	RASGRF1
ftd_ins_exc2_down_t2	RASSF5
ftd_ins_exc2_down_t2	RBBP8
ftd_ins_exc2_down_t2	RBFOX2
ftd_ins_exc2_down_t2	RBM11
ftd_ins_exc2_down_t2	RBM25
ftd_ins_exc2_down_t2	RBM3
ftd_ins_exc2_down_t2	RBM4
ftd_ins_exc2_down_t2	RCL1
ftd_ins_exc2_down_t2	RCOR1
ftd_ins_exc2_down_t2	REEP1
ftd_ins_exc2_down_t2	RFC3
ftd_ins_exc2_down_t2	RFLNA
ftd_ins_exc2_down_t2	RFT1
ftd_ins_exc2_down_t2	RFX3-AS1
ftd_ins_exc2_down_t2	RFX8
ftd_ins_exc2_down_t2	RGS7
ftd_ins_exc2_down_t2	RHBDL3
ftd_ins_exc2_down_t2	RHOBTB2
ftd_ins_exc2_down_t2	RIN3
ftd_ins_exc2_down_t2	RINT1
ftd_ins_exc2_down_t2	RIPK1
ftd_ins_exc2_down_t2	RMND5B
ftd_ins_exc2_down_t2	RNF115
ftd_ins_exc2_down_t2	RNF157
ftd_ins_exc2_down_t2	RNF165
ftd_ins_exc2_down_t2	RNF170
ftd_ins_exc2_down_t2	RNF34
ftd_ins_exc2_down_t2	RNPEP
ftd_ins_exc2_down_t2	RPRD1A
ftd_ins_exc2_down_t2	RPRD1B
ftd_ins_exc2_down_t2	RPTOR
ftd_ins_exc2_down_t2	RSPH9
ftd_ins_exc2_down_t2	RTCA
ftd_ins_exc2_down_t2	RTF1
ftd_ins_exc2_down_t2	RTN4IP1
ftd_ins_exc2_down_t2	SAMD4B
ftd_ins_exc2_down_t2	SARM1
ftd_ins_exc2_down_t2	SARS
ftd_ins_exc2_down_t2	SCAI
ftd_ins_exc2_down_t2	SCART1
ftd_ins_exc2_down_t2	SEC14L5
ftd_ins_exc2_down_t2	SEC16A
ftd_ins_exc2_down_t2	SEC61A2
ftd_ins_exc2_down_t2	SEC63
ftd_ins_exc2_down_t2	SECISBP2
ftd_ins_exc2_down_t2	SEMA5B
ftd_ins_exc2_down_t2	SENP5
ftd_ins_exc2_down_t2	SETDB1
ftd_ins_exc2_down_t2	SF1
ftd_ins_exc2_down_t2	SFI1
ftd_ins_exc2_down_t2	SGK3
ftd_ins_exc2_down_t2	SH3D19
ftd_ins_exc2_down_t2	SH3RF3
ftd_ins_exc2_down_t2	SHANK2
ftd_ins_exc2_down_t2	SHF
ftd_ins_exc2_down_t2	SIN3A
ftd_ins_exc2_down_t2	SIN3B
ftd_ins_exc2_down_t2	SIVA1
ftd_ins_exc2_down_t2	SLC13A3
ftd_ins_exc2_down_t2	SLC16A10
ftd_ins_exc2_down_t2	SLC17A5
ftd_ins_exc2_down_t2	SLC1A1
ftd_ins_exc2_down_t2	SLC20A1
ftd_ins_exc2_down_t2	SLC22A10
ftd_ins_exc2_down_t2	SLC22A15
ftd_ins_exc2_down_t2	SLC22A5
ftd_ins_exc2_down_t2	SLC22A9
ftd_ins_exc2_down_t2	SLC23A2
ftd_ins_exc2_down_t2	SLC25A16
ftd_ins_exc2_down_t2	SLC25A21
ftd_ins_exc2_down_t2	SLC25A25
ftd_ins_exc2_down_t2	SLC26A4
ftd_ins_exc2_down_t2	SLC26A8
ftd_ins_exc2_down_t2	SLC27A1
ftd_ins_exc2_down_t2	SLC27A5
ftd_ins_exc2_down_t2	SLC29A4
ftd_ins_exc2_down_t2	SLC36A4
ftd_ins_exc2_down_t2	SLC6A6
ftd_ins_exc2_down_t2	SLC9A8
ftd_ins_exc2_down_t2	SLCO2A1
ftd_ins_exc2_down_t2	SLK
ftd_ins_exc2_down_t2	SMARCA4
ftd_ins_exc2_down_t2	SMIM14
ftd_ins_exc2_down_t2	SNAPC4
ftd_ins_exc2_down_t2	SNIP1
ftd_ins_exc2_down_t2	SNRPA1
ftd_ins_exc2_down_t2	SNTB2
ftd_ins_exc2_down_t2	SNX14
ftd_ins_exc2_down_t2	SNX30
ftd_ins_exc2_down_t2	SOGA1
ftd_ins_exc2_down_t2	SORCS2
ftd_ins_exc2_down_t2	SORD
ftd_ins_exc2_down_t2	SPG7
ftd_ins_exc2_down_t2	SREBF2
ftd_ins_exc2_down_t2	SRGAP3
ftd_ins_exc2_down_t2	SSFA2
ftd_ins_exc2_down_t2	ST3GAL1
ftd_ins_exc2_down_t2	STAG3
ftd_ins_exc2_down_t2	STARD4-AS1
ftd_ins_exc2_down_t2	STRN3
ftd_ins_exc2_down_t2	STX12
ftd_ins_exc2_down_t2	STX16-NPEPL1
ftd_ins_exc2_down_t2	STXBP1
ftd_ins_exc2_down_t2	SUCLA2
ftd_ins_exc2_down_t2	SUDS3
ftd_ins_exc2_down_t2	SUGP1
ftd_ins_exc2_down_t2	SULT1A1
ftd_ins_exc2_down_t2	SULT1A2
ftd_ins_exc2_down_t2	SUMF1
ftd_ins_exc2_down_t2	SUMF2
ftd_ins_exc2_down_t2	SUN1
ftd_ins_exc2_down_t2	SUZ12
ftd_ins_exc2_down_t2	SYCE1
ftd_ins_exc2_down_t2	SYCP2L
ftd_ins_exc2_down_t2	SYT12
ftd_ins_exc2_down_t2	TACC2
ftd_ins_exc2_down_t2	TADA1
ftd_ins_exc2_down_t2	TAF1
ftd_ins_exc2_down_t2	TAF15
ftd_ins_exc2_down_t2	TAF7
ftd_ins_exc2_down_t2	TARBP1
ftd_ins_exc2_down_t2	TARS2
ftd_ins_exc2_down_t2	TARSL2
ftd_ins_exc2_down_t2	TBC1D22A
ftd_ins_exc2_down_t2	TCFL5
ftd_ins_exc2_down_t2	TCP11L1
ftd_ins_exc2_down_t2	TCTN1
ftd_ins_exc2_down_t2	TECPR2
ftd_ins_exc2_down_t2	TERF2IP
ftd_ins_exc2_down_t2	TFAP2E
ftd_ins_exc2_down_t2	TG
ftd_ins_exc2_down_t2	TIMM23B
ftd_ins_exc2_down_t2	TINCR
ftd_ins_exc2_down_t2	TLK2
ftd_ins_exc2_down_t2	TMEM120B
ftd_ins_exc2_down_t2	TMEM132B
ftd_ins_exc2_down_t2	TMEM143
ftd_ins_exc2_down_t2	TMEM165
ftd_ins_exc2_down_t2	TMEM179
ftd_ins_exc2_down_t2	TMEM192
ftd_ins_exc2_down_t2	TMEM241
ftd_ins_exc2_down_t2	TMEM268
ftd_ins_exc2_down_t2	TMEM41B
ftd_ins_exc2_down_t2	TMEM44
ftd_ins_exc2_down_t2	TMEM87A
ftd_ins_exc2_down_t2	TMLHE-AS1
ftd_ins_exc2_down_t2	TMTC4
ftd_ins_exc2_down_t2	TNIP1
ftd_ins_exc2_down_t2	TNXB
ftd_ins_exc2_down_t2	TP53BP1
ftd_ins_exc2_down_t2	TPM3
ftd_ins_exc2_down_t2	TRIM32
ftd_ins_exc2_down_t2	TRIM33
ftd_ins_exc2_down_t2	TRIM44
ftd_ins_exc2_down_t2	TRMU
ftd_ins_exc2_down_t2	TSFM
ftd_ins_exc2_down_t2	TSNARE1
ftd_ins_exc2_down_t2	TSPOAP1-AS1
ftd_ins_exc2_down_t2	TTC12
ftd_ins_exc2_down_t2	TTC13
ftd_ins_exc2_down_t2	TTC25
ftd_ins_exc2_down_t2	TTC6
ftd_ins_exc2_down_t2	TTC7A
ftd_ins_exc2_down_t2	TTC8
ftd_ins_exc2_down_t2	TTLL1
ftd_ins_exc2_down_t2	TTTY15
ftd_ins_exc2_down_t2	TUBGCP2
ftd_ins_exc2_down_t2	TUBGCP5
ftd_ins_exc2_down_t2	TXNDC15
ftd_ins_exc2_down_t2	TXNRD3NB
ftd_ins_exc2_down_t2	TYW1
ftd_ins_exc2_down_t2	UBAC2
ftd_ins_exc2_down_t2	UBAP2L
ftd_ins_exc2_down_t2	UBE3C
ftd_ins_exc2_down_t2	UBE4B
ftd_ins_exc2_down_t2	UBOX5
ftd_ins_exc2_down_t2	UBR1
ftd_ins_exc2_down_t2	UBR3
ftd_ins_exc2_down_t2	UEVLD
ftd_ins_exc2_down_t2	ULK4
ftd_ins_exc2_down_t2	UNC50
ftd_ins_exc2_down_t2	UNC5B
ftd_ins_exc2_down_t2	UPP1
ftd_ins_exc2_down_t2	UQCC1
ftd_ins_exc2_down_t2	UROS
ftd_ins_exc2_down_t2	USP13
ftd_ins_exc2_down_t2	USP3-AS1
ftd_ins_exc2_down_t2	USP37
ftd_ins_exc2_down_t2	USP4
ftd_ins_exc2_down_t2	USP40
ftd_ins_exc2_down_t2	USP42
ftd_ins_exc2_down_t2	UTP6
ftd_ins_exc2_down_t2	VAC14
ftd_ins_exc2_down_t2	VKORC1L1
ftd_ins_exc2_down_t2	VPS35
ftd_ins_exc2_down_t2	VPS35L
ftd_ins_exc2_down_t2	VPS53
ftd_ins_exc2_down_t2	VWA3A
ftd_ins_exc2_down_t2	WAC-AS1
ftd_ins_exc2_down_t2	WASF3
ftd_ins_exc2_down_t2	WDHD1
ftd_ins_exc2_down_t2	WDR33
ftd_ins_exc2_down_t2	WDR37
ftd_ins_exc2_down_t2	WDR60
ftd_ins_exc2_down_t2	WDR91
ftd_ins_exc2_down_t2	WNT10B
ftd_ins_exc2_down_t2	WRNIP1
ftd_ins_exc2_down_t2	WSB1
ftd_ins_exc2_down_t2	WTIP
ftd_ins_exc2_down_t2	XPC
ftd_ins_exc2_down_t2	XXYLT1
ftd_ins_exc2_down_t2	XYLB
ftd_ins_exc2_down_t2	YEATS2
ftd_ins_exc2_down_t2	YME1L1
ftd_ins_exc2_down_t2	ZC3H7A
ftd_ins_exc2_down_t2	ZFP14
ftd_ins_exc2_down_t2	ZFP90
ftd_ins_exc2_down_t2	ZFR2
ftd_ins_exc2_down_t2	ZFYVE9
ftd_ins_exc2_down_t2	ZIM2
ftd_ins_exc2_down_t2	ZMIZ1-AS1
ftd_ins_exc2_down_t2	ZMIZ2
ftd_ins_exc2_down_t2	ZNF136
ftd_ins_exc2_down_t2	ZNF14
ftd_ins_exc2_down_t2	ZNF140
ftd_ins_exc2_down_t2	ZNF175
ftd_ins_exc2_down_t2	ZNF26
ftd_ins_exc2_down_t2	ZNF266
ftd_ins_exc2_down_t2	ZNF280D
ftd_ins_exc2_down_t2	ZNF333
ftd_ins_exc2_down_t2	ZNF334
ftd_ins_exc2_down_t2	ZNF337-AS1
ftd_ins_exc2_down_t2	ZNF346
ftd_ins_exc2_down_t2	ZNF407
ftd_ins_exc2_down_t2	ZNF418
ftd_ins_exc2_down_t2	ZNF440
ftd_ins_exc2_down_t2	ZNF441
ftd_ins_exc2_down_t2	ZNF540
ftd_ins_exc2_down_t2	ZNF589
ftd_ins_exc2_down_t2	ZNF596
ftd_ins_exc2_down_t2	ZNF609
ftd_ins_exc2_down_t2	ZNF621
ftd_ins_exc2_down_t2	ZNF7
ftd_ins_exc2_down_t2	ZNF71
ftd_ins_exc2_down_t2	ZNF721
ftd_ins_exc2_down_t2	ZNF736
ftd_ins_exc2_down_t2	ZNF75A
ftd_ins_exc2_down_t2	ZNF766
ftd_ins_exc2_down_t2	ZNF865
ftd_ins_exc2_down_t2	ZNF883
ftd_ins_exc2_down_t2	ZNF91
ftd_ins_exc2_down_t2	ZNRF1
ftd_ins_exc2_down_t2	ZRANB3
ftd_ins_exc2_down_t2	ZWILCH
ftd_ins_exc2_up_t2	ABCD2
ftd_ins_exc2_up_t2	ABHD13
ftd_ins_exc2_up_t2	AC007262.2
ftd_ins_exc2_up_t2	AC010931.3
ftd_ins_exc2_up_t2	AC091948.1
ftd_ins_exc2_up_t2	AC092813.1
ftd_ins_exc2_up_t2	AC120193.1
ftd_ins_exc2_up_t2	AC242426.2
ftd_ins_exc2_up_t2	ACHE
ftd_ins_exc2_up_t2	ACIN1
ftd_ins_exc2_up_t2	ADCY8
ftd_ins_exc2_up_t2	ADGRA1
ftd_ins_exc2_up_t2	AL138694.1
ftd_ins_exc2_up_t2	AL139353.1
ftd_ins_exc2_up_t2	ALG2
ftd_ins_exc2_up_t2	ANAPC16
ftd_ins_exc2_up_t2	ANKRD23
ftd_ins_exc2_up_t2	ARHGEF25
ftd_ins_exc2_up_t2	ARHGEF33
ftd_ins_exc2_up_t2	ATAT1
ftd_ins_exc2_up_t2	ATG16L2
ftd_ins_exc2_up_t2	ATG4A
ftd_ins_exc2_up_t2	ATL3
ftd_ins_exc2_up_t2	BAG2
ftd_ins_exc2_up_t2	BANP
ftd_ins_exc2_up_t2	BBOX1-AS1
ftd_ins_exc2_up_t2	BBS9
ftd_ins_exc2_up_t2	BMI1
ftd_ins_exc2_up_t2	BNIP3L
ftd_ins_exc2_up_t2	BRD7
ftd_ins_exc2_up_t2	BRINP3
ftd_ins_exc2_up_t2	BTBD7
ftd_ins_exc2_up_t2	C12orf4
ftd_ins_exc2_up_t2	C2orf88
ftd_ins_exc2_up_t2	CADPS2
ftd_ins_exc2_up_t2	CALB1
ftd_ins_exc2_up_t2	CCDC117
ftd_ins_exc2_up_t2	CCDC34
ftd_ins_exc2_up_t2	CCDC6
ftd_ins_exc2_up_t2	CCNI
ftd_ins_exc2_up_t2	CCT5
ftd_ins_exc2_up_t2	CD8A
ftd_ins_exc2_up_t2	CDK18
ftd_ins_exc2_up_t2	CEP120
ftd_ins_exc2_up_t2	CEP152
ftd_ins_exc2_up_t2	CETN3
ftd_ins_exc2_up_t2	CFAP70
ftd_ins_exc2_up_t2	CLSTN2
ftd_ins_exc2_up_t2	CLUH
ftd_ins_exc2_up_t2	CMC1
ftd_ins_exc2_up_t2	CNOT3
ftd_ins_exc2_up_t2	CNTLN
ftd_ins_exc2_up_t2	COL5A2
ftd_ins_exc2_up_t2	CPNE9
ftd_ins_exc2_up_t2	CTBP1
ftd_ins_exc2_up_t2	CXXC4
ftd_ins_exc2_up_t2	DDX31
ftd_ins_exc2_up_t2	DNA2
ftd_ins_exc2_up_t2	DNASE1
ftd_ins_exc2_up_t2	DPH6-DT
ftd_ins_exc2_up_t2	E2F4
ftd_ins_exc2_up_t2	EIF1AX
ftd_ins_exc2_up_t2	ELAVL2
ftd_ins_exc2_up_t2	ELAVL4
ftd_ins_exc2_up_t2	EMB
ftd_ins_exc2_up_t2	EPHB6
ftd_ins_exc2_up_t2	FABP3
ftd_ins_exc2_up_t2	FAM177A1
ftd_ins_exc2_up_t2	FAM241B
ftd_ins_exc2_up_t2	FAM53C
ftd_ins_exc2_up_t2	FANK1
ftd_ins_exc2_up_t2	FHIT
ftd_ins_exc2_up_t2	FIGN
ftd_ins_exc2_up_t2	FLRT2
ftd_ins_exc2_up_t2	FSTL3
ftd_ins_exc2_up_t2	FXR1
ftd_ins_exc2_up_t2	GAB1
ftd_ins_exc2_up_t2	GGCT
ftd_ins_exc2_up_t2	GKAP1
ftd_ins_exc2_up_t2	GLI4
ftd_ins_exc2_up_t2	GLRX5
ftd_ins_exc2_up_t2	GNG3
ftd_ins_exc2_up_t2	GPR75-ASB3
ftd_ins_exc2_up_t2	GPSM1
ftd_ins_exc2_up_t2	GUF1
ftd_ins_exc2_up_t2	HNMT
ftd_ins_exc2_up_t2	HNRNPA1
ftd_ins_exc2_up_t2	HP1BP3
ftd_ins_exc2_up_t2	IGFBP3
ftd_ins_exc2_up_t2	INTS7
ftd_ins_exc2_up_t2	KAT2A
ftd_ins_exc2_up_t2	KLHL17
ftd_ins_exc2_up_t2	KLRG1
ftd_ins_exc2_up_t2	LAMA5
ftd_ins_exc2_up_t2	LHFPL2
ftd_ins_exc2_up_t2	LINC00159
ftd_ins_exc2_up_t2	LINC00609
ftd_ins_exc2_up_t2	LINC00632
ftd_ins_exc2_up_t2	LINC01435
ftd_ins_exc2_up_t2	LINC01473
ftd_ins_exc2_up_t2	LINC01750
ftd_ins_exc2_up_t2	LINC02328
ftd_ins_exc2_up_t2	LSM4
ftd_ins_exc2_up_t2	LTA4H
ftd_ins_exc2_up_t2	LY6E-DT
ftd_ins_exc2_up_t2	LYPLA1
ftd_ins_exc2_up_t2	LZTFL1
ftd_ins_exc2_up_t2	MAGED1
ftd_ins_exc2_up_t2	MCRIP2
ftd_ins_exc2_up_t2	MET
ftd_ins_exc2_up_t2	METTL26
ftd_ins_exc2_up_t2	MFAP3L
ftd_ins_exc2_up_t2	MFGE8
ftd_ins_exc2_up_t2	MIER2
ftd_ins_exc2_up_t2	MITF
ftd_ins_exc2_up_t2	MOB2
ftd_ins_exc2_up_t2	MRPL3
ftd_ins_exc2_up_t2	MRPS31
ftd_ins_exc2_up_t2	MRPS7
ftd_ins_exc2_up_t2	MSH4
ftd_ins_exc2_up_t2	MTF1
ftd_ins_exc2_up_t2	MYL12B
ftd_ins_exc2_up_t2	NEB
ftd_ins_exc2_up_t2	NEDD4
ftd_ins_exc2_up_t2	NEK4
ftd_ins_exc2_up_t2	NME9
ftd_ins_exc2_up_t2	NNT-AS1
ftd_ins_exc2_up_t2	NR3C1
ftd_ins_exc2_up_t2	OPA1
ftd_ins_exc2_up_t2	OPRM1
ftd_ins_exc2_up_t2	OR2L3
ftd_ins_exc2_up_t2	OSER1-DT
ftd_ins_exc2_up_t2	OSTC
ftd_ins_exc2_up_t2	OTULIN
ftd_ins_exc2_up_t2	OVCH1
ftd_ins_exc2_up_t2	P3H1
ftd_ins_exc2_up_t2	PAG1
ftd_ins_exc2_up_t2	PAPOLA
ftd_ins_exc2_up_t2	PAXX
ftd_ins_exc2_up_t2	PBX3
ftd_ins_exc2_up_t2	PDLIM5
ftd_ins_exc2_up_t2	PDLIM7
ftd_ins_exc2_up_t2	PDSS2
ftd_ins_exc2_up_t2	PDZRN4
ftd_ins_exc2_up_t2	PEX6
ftd_ins_exc2_up_t2	PHF2
ftd_ins_exc2_up_t2	PHF8
ftd_ins_exc2_up_t2	PHPT1
ftd_ins_exc2_up_t2	PIGT
ftd_ins_exc2_up_t2	PKIA
ftd_ins_exc2_up_t2	PLCH2
ftd_ins_exc2_up_t2	PLGLB1
ftd_ins_exc2_up_t2	PMPCB
ftd_ins_exc2_up_t2	POLE
ftd_ins_exc2_up_t2	POU6F2
ftd_ins_exc2_up_t2	PPID
ftd_ins_exc2_up_t2	PRB1
ftd_ins_exc2_up_t2	PRKCSH
ftd_ins_exc2_up_t2	PRKD1
ftd_ins_exc2_up_t2	PRMT3
ftd_ins_exc2_up_t2	PRUNE2
ftd_ins_exc2_up_t2	PTPRT
ftd_ins_exc2_up_t2	PUS10
ftd_ins_exc2_up_t2	QRICH2
ftd_ins_exc2_up_t2	RABEP2
ftd_ins_exc2_up_t2	RASGRP1
ftd_ins_exc2_up_t2	RBM12B
ftd_ins_exc2_up_t2	RBM14-RBM4
ftd_ins_exc2_up_t2	RELL2
ftd_ins_exc2_up_t2	REXO2
ftd_ins_exc2_up_t2	RFPL2
ftd_ins_exc2_up_t2	RHBDL1
ftd_ins_exc2_up_t2	RHOBTB3
ftd_ins_exc2_up_t2	RIDA
ftd_ins_exc2_up_t2	RIOK1
ftd_ins_exc2_up_t2	RIT2
ftd_ins_exc2_up_t2	RMDN1
ftd_ins_exc2_up_t2	RORB
ftd_ins_exc2_up_t2	RRNAD1
ftd_ins_exc2_up_t2	SAMD1
ftd_ins_exc2_up_t2	SAV1
ftd_ins_exc2_up_t2	SCRIB
ftd_ins_exc2_up_t2	SEM1
ftd_ins_exc2_up_t2	SEMA6D
ftd_ins_exc2_up_t2	SERTM1
ftd_ins_exc2_up_t2	SFMBT2
ftd_ins_exc2_up_t2	SH3BGRL3
ftd_ins_exc2_up_t2	SHISAL1
ftd_ins_exc2_up_t2	SHQ1
ftd_ins_exc2_up_t2	SIRT7
ftd_ins_exc2_up_t2	SKAP2
ftd_ins_exc2_up_t2	SLC24A2
ftd_ins_exc2_up_t2	SLC5A4-AS1
ftd_ins_exc2_up_t2	SLC7A8
ftd_ins_exc2_up_t2	SMARCD3
ftd_ins_exc2_up_t2	SNRPG
ftd_ins_exc2_up_t2	SNTG1
ftd_ins_exc2_up_t2	SNX2
ftd_ins_exc2_up_t2	SNX3
ftd_ins_exc2_up_t2	SNX31
ftd_ins_exc2_up_t2	SPART
ftd_ins_exc2_up_t2	SPCS2
ftd_ins_exc2_up_t2	SPHK2
ftd_ins_exc2_up_t2	SPINDOC
ftd_ins_exc2_up_t2	SPOCK1
ftd_ins_exc2_up_t2	SPOUT1
ftd_ins_exc2_up_t2	SRSF6
ftd_ins_exc2_up_t2	ST13
ftd_ins_exc2_up_t2	STK36
ftd_ins_exc2_up_t2	STMN2
ftd_ins_exc2_up_t2	STXBP4
ftd_ins_exc2_up_t2	STYXL1
ftd_ins_exc2_up_t2	SUGT1
ftd_ins_exc2_up_t2	TBC1D8B
ftd_ins_exc2_up_t2	TEPSIN
ftd_ins_exc2_up_t2	TESC
ftd_ins_exc2_up_t2	TFDP2
ftd_ins_exc2_up_t2	THRB
ftd_ins_exc2_up_t2	TMTC2
ftd_ins_exc2_up_t2	TNFSF13B
ftd_ins_exc2_up_t2	TRABD
ftd_ins_exc2_up_t2	TRDMT1
ftd_ins_exc2_up_t2	TRO
ftd_ins_exc2_up_t2	TSGA10
ftd_ins_exc2_up_t2	TSHZ3
ftd_ins_exc2_up_t2	TWF1
ftd_ins_exc2_up_t2	TYW3
ftd_ins_exc2_up_t2	UCHL1
ftd_ins_exc2_up_t2	VEZF1
ftd_ins_exc2_up_t2	WDR35
ftd_ins_exc2_up_t2	WDR66
ftd_ins_exc2_up_t2	WIZ
ftd_ins_exc2_up_t2	XKR9
ftd_ins_exc2_up_t2	ZCCHC7
ftd_ins_exc2_up_t2	ZEB1-AS1
ftd_ins_exc2_up_t2	ZFHX2
ftd_ins_exc2_up_t2	ZMYND19
ftd_ins_exc2_up_t2	ZNF521
ftd_ins_exc2_up_t2	ZNF559-ZNF177
ftd_ins_exc2_up_t2	ZNF692
ftd_ins_exc2_up_t2	ZNF793
ftd_ins_exc2_up_t2	ZSCAN31
ftd_ins_exc2_up_t2	ZSWIM8
ftd_ins_exc5_down_t2	ABAT
ftd_ins_exc5_down_t2	ABCC8
ftd_ins_exc5_down_t2	ABHD12B
ftd_ins_exc5_down_t2	AC002064.1
ftd_ins_exc5_down_t2	AC002310.4
ftd_ins_exc5_down_t2	AC005258.1
ftd_ins_exc5_down_t2	AC005697.1
ftd_ins_exc5_down_t2	AC005703.4
ftd_ins_exc5_down_t2	AC005972.4
ftd_ins_exc5_down_t2	AC007038.1
ftd_ins_exc5_down_t2	AC007040.2
ftd_ins_exc5_down_t2	AC007388.1
ftd_ins_exc5_down_t2	AC007785.1
ftd_ins_exc5_down_t2	AC008105.3
ftd_ins_exc5_down_t2	AC008438.1
