"","Ex0","Ex1","Ex11","Ex12","Ex14","Ex2","Ex3","Ex4","Ex5","Ex6","Ex7","Ex8","Ex9"
"insula-excitatory-0",11.8135642846623,14.7157129453463,200.813142814734,18.1476193813342,16.3666796909486,31.2299027102683,84.1152425616427,2.52674660767583,26.6726357878474,0.327331440098615,19.8944860988695,1.67094631285668,22.7977824094446
"insula-excitatory-1",19.3789620520312,16.0866824150639,17.2137193155214,44.7905174824581,8.75989761771065,73.5545290443086,196.874032830603,2.52674660767583,11.7113928494743,0.327331440098615,11.3504686142759,1.67094631285668,20.4835531816401
"insula-excitatory-10",11.8135642846623,28.6784724302921,8.25646234596759,335.305964148133,27.5162516347178,64.1051085056563,54.8283880071613,0,13.3799411981548,0,4.16333699120837,1.67094631285668,58.9163824871949
"insula-excitatory-13",8.48785119076235,47.2502970641657,7.14301737183155,119.060853674127,193.482419129302,46.6220676393435,19.711137454849,2.52674660767583,38.2496454940955,0,19.8944860988695,1.67094631285668,75.9907722000154
"insula-excitatory-2",259.66721105155,1.93368444068103,3.22516694222668,5.0929084773406,3.99497866614192,217.173249515973,8.94744496036156,21.2999936212365,1.3158172014519,3.23649515348973,5.27906235063904,5.17835239136947,4.21920181841369
"insula-excitatory-3",0.845734637856418,23.6155602510819,7.69380709733624,23.6011041829285,26.2471862376368,83.926386199726,15.8957722663218,0,161.283459989467,0,32.0512841345085,3.39613287741735,8.48074141872929
"insula-excitatory-4",2.60529891346533,260.513167344241,7.14301737183155,42.6377947200682,33.108599922627,73.5545290443086,21.6977968733043,1.24510442567797,38.2496454940955,0.327331440098615,24.7794834825326,3.39613287741735,25.2081723831021
"insula-excitatory-5",160.354941789134,2.94043870000149,2.78782719972917,7.9614866096756,4.62448199533055,237.74526338636,10.6018192326545,14.2692651717044,2.6709434792154,1.71392131929654,3.07936937581281,5.17835239136947,6.26696093276944
"insula-excitatory-6",273.66649128514,1.93368444068103,3.22516694222668,3.30574412514851,4.62448199533055,217.173249515973,8.94744496036156,21.2999936212365,1.3158172014519,2.84212652302894,5.27906235063904,7.01885966281728,2.32129341084836
"insula-excitatory-7",3.52056680142625,20.4551746211779,11.3160326792878,14.4631682050078,22.6459294561323,106.792160827252,15.8957722663218,2.52674660767583,51.8889563965271,0,136.860914062991,0,7.72395797637747
"insula-excitatory-8",9.56473010629256,42.6106778167442,8.83475921768168,119.060853674127,36.1937156473958,31.2299027102683,35.1850834273421,0,18.7318443640479,0,12.6707271578745,0,302.113623124159
"calcarine-excitatory-0",0.85439524519732,55.6406397240029,6.68822431182817,26.9386628012738,19.6318890327179,149.054257171295,14.2364733858187,0,18.9433593646537,0,18.5824243191166,17.3660940235932,11.0073236405494
"calcarine-excitatory-1",37.3759995723939,2.94043870000149,1.53686569635212,8.97220204147206,5.26923819162124,217.173249515973,7.34132201573912,8.04650279559662,2.6709434792154,0.662148698165489,2.02471534074215,10.8828523708264,8.48074141872929
"calcarine-excitatory-10",4.4503966921925,24.8938162329574,1.43613247019701,11.5370631955719,16.9404414199474,213.378742532611,7.30970148165631,1.56140324982039,24.242696514598,0.410501359693219,35.372049230817,4.26991831907514,4.5389211978949
"calcarine-excitatory-12",7.43951057145193,9.60190855906037,42.7319479450299,14.4631682050078,11.0839746517635,64.1051085056563,17.772423209769,1.24510442567797,11.7113928494743,4.91439507856093,6.42467174111597,21.7333523347863,11.7214935548396
"calcarine-excitatory-13",15.3354750236936,11.6958914065875,4.51291411601863,9.72122754794142,2.39375124702969,363.51612651699,3.04415144982963,5.63824079476143,24.0876682729595,0,28.4024384782506,3.68315212004634,1.23287277426
"calcarine-excitatory-14",4.50869198524336,7.3360533245186,2.38633989997834,5.14918371520902,4.03853480516508,164.042124945013,4.31546106621091,11.1846976079432,11.8404644569426,1.36949612228896,11.4779938416145,35.0036827883636,0.565038779854922
"calcarine-excitatory-16",6.15376382332467,44.0351203830989,11.6517135698701,71.7105646570299,140.519417222262,54.9994187190198,12.9283980667185,2.12836474410912,21.1580931589141,0.559558741759388,11.4111112576744,2.856177513081,25.2040557171269
"calcarine-excitatory-2",11.8135642846623,10.8232378453095,2.36088065791013,13.2992978315629,11.0839746517635,341.958155558867,4.27080456001222,2.52674660767583,18.7318443640479,0,18.3609784995641,1.67094631285668,2.32129341084836
"calcarine-excitatory-3",0,5.0931063908459,8.35858198243646,0,1.64582309564623,5.58324866084144,1.39524627748426,3.88668033510352,2.69855569214643,36.6591324979131,1.0087835394722,113.346268728944,0
"calcarine-excitatory-4",0,5.03804238700385,0.75069532702922,0,1.62879493985171,5.52744548881733,1.38110569824856,17.6662982905923,0,11.1262950071846,0,381.305859283527,0
"calcarine-excitatory-5",7.52135915771807,27.2764803808215,5.64670513674798,89.4537522716114,21.8257232945806,64.817510547349,16.0747336721048,0,4.10939729994179,0,6.49398430516839,3.43126722884071,48.5354932785119
"calcarine-excitatory-7",6.41891495542333,25.2418180080765,5.08586136016429,25.0866865096027,23.8165361211755,83.926386199726,7.34132201573912,1.24510442567797,22.5800458968553,0.662148698165489,24.7794834825326,3.39613287741735,9.25752019134996
"calcarine-excitatory-8",35.9698462548685,2.97117089945822,1.15112580442282,10.1241104787882,4.67557645484963,378.337721109737,5.84337177551806,11.1846976079432,4.10939729994179,1.015196719723,6.49398430516839,9.01347961793545,6.33759231236762
