region,cluster_cell_type,genes
insula,oligodendrocyte,COMMD10
insula,oligodendrocyte,ZNF518A
insula,oligodendrocyte,ARHGAP22
insula,oligodendrocyte,TBCK
insula,oligodendrocyte,NDFIP1
insula,oligodendrocyte,RBFOX1
insula,oligodendrocyte,GRB10
insula,oligodendrocyte,STXBP5
insula,oligodendrocyte,PIBF1
insula,oligodendrocyte,UBE2H
insula,oligodendrocyte,SEC14L5
insula,oligodendrocyte,DNM2
insula,oligodendrocyte,FAM168A
insula,oligodendrocyte,FAM214A
insula,oligodendrocyte,LAMP1
insula,oligodendrocyte,MGA
insula,oligodendrocyte,ZNF397
insula,oligodendrocyte,CREBRF
insula,oligodendrocyte,GDAP1
insula,oligodendrocyte,MTURN
insula,oligodendrocyte,USP48
insula,oligodendrocyte,RALGAPA2
insula,oligodendrocyte,AC012593.1
insula,oligodendrocyte,OCIAD1
insula,oligodendrocyte,ARMC8
insula,oligodendrocyte,PHC2
insula,oligodendrocyte,TCF25
insula,oligodendrocyte,ASAP1
insula,oligodendrocyte,MLLT3
insula,oligodendrocyte,TMEM135
insula,oligodendrocyte,NEMF
insula,oligodendrocyte,NINJ2
insula,oligodendrocyte,MTMR10
insula,oligodendrocyte,SCAF8
insula,oligodendrocyte,CPSF6
insula,oligodendrocyte,TUBB4A
insula,oligodendrocyte,LINC00862
insula,oligodendrocyte,CHCHD3
insula,oligodendrocyte,TPD52
insula,oligodendrocyte,HNRNPA3
insula,oligodendrocyte,ABL1
insula,oligodendrocyte,PAXBP1
insula,oligodendrocyte,OGA
insula,oligodendrocyte,NASP
insula,oligodendrocyte,NPEPPS
insula,oligodendrocyte,SORCS2
insula,oligodendrocyte,NFKB1
insula,oligodendrocyte,STMN1
insula,oligodendrocyte,PREPL
insula,oligodendrocyte,PLEKHG3
insula,oligodendrocyte,APOD
insula,oligodendrocyte,ELF1
insula,oligodendrocyte,TBC1D22A
insula,oligodendrocyte,AC106791.1
insula,oligodendrocyte,GPSM2
insula,oligodendrocyte,PTN
insula,oligodendrocyte,ATG13
insula,oligodendrocyte,URI1
insula,oligodendrocyte,AC006059.1
insula,oligodendrocyte,KLHL3
insula,oligodendrocyte,SFSWAP
insula,oligodendrocyte,DTNA
insula,oligodendrocyte,STRN3
insula,oligodendrocyte,H3F3B
insula,oligodendrocyte,RASSF2
insula,oligodendrocyte,CERS4
insula,oligodendrocyte,BCLAF1
insula,oligodendrocyte,USP9X
insula,oligodendrocyte,CLK1
insula,oligodendrocyte,GNAS
insula,oligodendrocyte,ZNF483
insula,oligodendrocyte,PON2
insula,oligodendrocyte,ZRANB2
insula,oligodendrocyte,ATP6V0A1
insula,oligodendrocyte,PLD5
insula,oligodendrocyte,SH3PXD2A
insula,oligodendrocyte,UBE2B
insula,oligodendrocyte,BTBD9
insula,oligodendrocyte,HDAC8
insula,oligodendrocyte,ACSL3
insula,oligodendrocyte,CDC42BPB
insula,oligodendrocyte,CPNE2
insula,oligodendrocyte,VPS8
insula,oligodendrocyte,CTIF
insula,oligodendrocyte,HSPA1A
insula,oligodendrocyte,ASXL1
insula,oligodendrocyte,ARHGAP1
insula,oligodendrocyte,TXNIP
insula,oligodendrocyte,ELOVL5
insula,oligodendrocyte,COL4A3BP
insula,oligodendrocyte,PAK2
insula,oligodendrocyte,UBE2K
insula,oligodendrocyte,LRRC63
insula,oligodendrocyte,PCBP2
insula,oligodendrocyte,YTHDC1
insula,oligodendrocyte,GATM
insula,oligodendrocyte,TTBK2
insula,oligodendrocyte,ACBD6
insula,oligodendrocyte,FRMD4A
insula,oligodendrocyte,R3HDM2
insula,oligodendrocyte,CBR4
insula,oligodendrocyte,RPRD2
insula,oligodendrocyte,VWA8
insula,oligodendrocyte,SMCHD1
insula,oligodendrocyte,LARGE1
insula,oligodendrocyte,MT-ND5
insula,oligodendrocyte,MFSD6
insula,oligodendrocyte,ENTPD1-AS1
insula,oligodendrocyte,MARCKSL1
insula,oligodendrocyte,UBE3C
insula,oligodendrocyte,PRMT2
insula,oligodendrocyte,FBN1
insula,oligodendrocyte,RAB11FIP4
insula,oligodendrocyte,TRPC1
insula,oligodendrocyte,PPFIBP1
insula,oligodendrocyte,ETNK1
insula,oligodendrocyte,WDR59
insula,oligodendrocyte,MED27
insula,oligodendrocyte,ARIH2
insula,oligodendrocyte,ATP2C1
insula,oligodendrocyte,TESK2
insula,oligodendrocyte,SLC27A1
insula,oligodendrocyte,ZDHHC11B
insula,oligodendrocyte,SLC13A3
insula,oligodendrocyte,FOXN3
insula,oligodendrocyte,REV3L
insula,oligodendrocyte,NCOR2
insula,oligodendrocyte,GREB1L
insula,oligodendrocyte,PPP1R12A
insula,oligodendrocyte,TDRD3
insula,oligodendrocyte,SPIDR
insula,oligodendrocyte,PTPN11
insula,oligodendrocyte,RCOR3
insula,oligodendrocyte,RAB30-AS1
insula,oligodendrocyte,ZMYND11
insula,oligodendrocyte,OLIG1
insula,oligodendrocyte,GAPDH
insula,oligodendrocyte,RFX7
insula,oligodendrocyte,SEPT2
insula,oligodendrocyte,RYR2
insula,oligodendrocyte,CLTC
insula,oligodendrocyte,SYT1
insula,oligodendrocyte,MTMR7
insula,oligodendrocyte,NFIC
insula,oligodendrocyte,SERINC1
insula,oligodendrocyte,C9orf85
insula,oligodendrocyte,FAIM2
insula,oligodendrocyte,WHRN
insula,oligodendrocyte,TMED10
insula,oligodendrocyte,SPATS2L
insula,oligodendrocyte,HIVEP2
insula,oligodendrocyte,SRGAP1
insula,oligodendrocyte,RPTOR
insula,oligodendrocyte,PDZD2
insula,oligodendrocyte,UTY
insula,oligodendrocyte,FUS
insula,oligodendrocyte,ATP11B
insula,oligodendrocyte,CNNM2
insula,oligodendrocyte,TBCA
insula,oligodendrocyte,SOX10
insula,oligodendrocyte,PRKAR2A
insula,oligodendrocyte,PLEKHB1
insula,oligodendrocyte,PHKB
insula,oligodendrocyte,RNF216
insula,oligodendrocyte,ZXDC
insula,oligodendrocyte,U2SURP
insula,oligodendrocyte,ZNF721
insula,oligodendrocyte,SMARCC1
insula,oligodendrocyte,RAB6A
insula,oligodendrocyte,KDM5A
insula,oligodendrocyte,HDAC9
insula,oligodendrocyte,TMEM184B
insula,oligodendrocyte,DENND5B
insula,oligodendrocyte,CUL3
insula,oligodendrocyte,CD9
insula,oligodendrocyte,TRPM7
insula,oligodendrocyte,TMEM59
insula,oligodendrocyte,DNMT3A
insula,oligodendrocyte,ZNF146
insula,oligodendrocyte,MAPK8IP3
insula,oligodendrocyte,GRID2
insula,oligodendrocyte,LRP6
insula,oligodendrocyte,SNCA
insula,oligodendrocyte,GPR137C
insula,oligodendrocyte,SLC4A8
insula,oligodendrocyte,HMBOX1
insula,oligodendrocyte,RSRC1
insula,oligodendrocyte,TERF2IP
insula,oligodendrocyte,RAB3GAP1
insula,oligodendrocyte,MKRN3
insula,oligodendrocyte,KLF7
insula,oligodendrocyte,FAM135A
insula,oligodendrocyte,AIG1
insula,oligodendrocyte,CEP85L
insula,oligodendrocyte,USP40
insula,oligodendrocyte,AC105402.3
insula,oligodendrocyte,LRRTM3
insula,oligodendrocyte,THOC2
insula,oligodendrocyte,FBXO32
insula,oligodendrocyte,PPM1K
insula,oligodendrocyte,RC3H1
insula,oligodendrocyte,TMEM98
insula,oligodendrocyte,LGR5
insula,oligodendrocyte,MT3
insula,oligodendrocyte,KANTR
insula,oligodendrocyte,NUTM2B-AS1
insula,oligodendrocyte,EHBP1
insula,oligodendrocyte,MICU2
insula,oligodendrocyte,PLD3
insula,oligodendrocyte,TSC22D1
insula,oligodendrocyte,CHD2
insula,oligodendrocyte,TRAF3IP2-AS1
insula,oligodendrocyte,GABPB1-AS1
insula,oligodendrocyte,TLK2
insula,oligodendrocyte,ADSS
insula,oligodendrocyte,SLC6A1
insula,oligodendrocyte,LMBRD1
insula,oligodendrocyte,ST3GAL5
insula,oligodendrocyte,FNBP4
insula,oligodendrocyte,PPP2R5C
insula,oligodendrocyte,CAPZB
insula,oligodendrocyte,LINC01184
insula,oligodendrocyte,SMARCA2
insula,oligodendrocyte,FP236383.1
insula,oligodendrocyte,ENDOD1
insula,oligodendrocyte,HECTD1
insula,oligodendrocyte,TAX1BP1
insula,oligodendrocyte,THADA
insula,oligodendrocyte,BCKDHB
insula,oligodendrocyte,SLC48A1
insula,oligodendrocyte,TOB2
insula,oligodendrocyte,ARFGEF1
insula,oligodendrocyte,CEP97
insula,oligodendrocyte,KCNAB1
insula,oligodendrocyte,SIPA1L3
insula,oligodendrocyte,YLPM1
insula,oligodendrocyte,CD55
insula,oligodendrocyte,ZNF462
insula,oligodendrocyte,SETX
insula,oligodendrocyte,CNKSR3
insula,oligodendrocyte,TP53TG5
insula,oligodendrocyte,CBR1
insula,oligodendrocyte,NDUFAF6
insula,oligodendrocyte,SH3PXD2B
insula,oligodendrocyte,SLC38A9
insula,oligodendrocyte,AC013394.1
insula,oligodendrocyte,TTC28
insula,oligodendrocyte,RTTN
insula,oligodendrocyte,HNRNPD
insula,oligodendrocyte,DNAJC1
insula,oligodendrocyte,EML2
insula,oligodendrocyte,TMEM245
insula,oligodendrocyte,PIK3C3
insula,oligodendrocyte,KMT5B
insula,oligodendrocyte,SFMBT2
insula,oligodendrocyte,ABI2
insula,oligodendrocyte,SGCD
insula,oligodendrocyte,SLC16A1-AS1
insula,oligodendrocyte,TMCC3
insula,oligodendrocyte,BTBD8
insula,oligodendrocyte,AGFG1
insula,oligodendrocyte,PRDM2
insula,oligodendrocyte,NDUFA10
insula,oligodendrocyte,ZC3H6
insula,oligodendrocyte,PJA2
insula,oligodendrocyte,AC087564.1
insula,oligodendrocyte,JARID2
insula,oligodendrocyte,NUBPL
insula,oligodendrocyte,WDR33
insula,oligodendrocyte,VPS53
insula,oligodendrocyte,UBC
insula,oligodendrocyte,BACE1
insula,oligodendrocyte,PRRC2B
insula,oligodendrocyte,TMCC2
insula,oligodendrocyte,ARHGAP32
insula,oligodendrocyte,MAN1A2
insula,oligodendrocyte,CYLD
insula,oligodendrocyte,TTC7A
insula,oligodendrocyte,TFCP2
insula,oligodendrocyte,FERMT2
insula,oligodendrocyte,ADK
insula,oligodendrocyte,TMEM117
insula,oligodendrocyte,YWHAZ
insula,oligodendrocyte,SMAD2
insula,oligodendrocyte,C1GALT1
insula,oligodendrocyte,NT5C2
insula,oligodendrocyte,ARHGAP17
insula,oligodendrocyte,CTBP2
insula,oligodendrocyte,MOSPD2
insula,oligodendrocyte,PCDH17
insula,oligodendrocyte,PHF20L1
insula,oligodendrocyte,ANXA4
insula,oligodendrocyte,STARD9
insula,oligodendrocyte,TTC14
insula,oligodendrocyte,CLEC16A
insula,oligodendrocyte,VEZF1
insula,oligodendrocyte,TMC7
insula,oligodendrocyte,WASF2
insula,oligodendrocyte,CNOT4
insula,oligodendrocyte,APC
insula,oligodendrocyte,PLA2G4C
insula,oligodendrocyte,MAPK8
insula,oligodendrocyte,VPS54
insula,oligodendrocyte,MTX2
insula,oligodendrocyte,BDP1
insula,oligodendrocyte,UBE2E3
insula,oligodendrocyte,ZNF91
insula,oligodendrocyte,EEPD1
insula,oligodendrocyte,FARP2
insula,oligodendrocyte,SMG1
insula,oligodendrocyte,PCMTD1
insula,oligodendrocyte,PLCG2
insula,oligodendrocyte,CTTN
insula,oligodendrocyte,TTLL5
insula,oligodendrocyte,DDX6
insula,oligodendrocyte,SENP7
insula,oligodendrocyte,ASCC3
insula,oligodendrocyte,KRIT1
insula,oligodendrocyte,DAPK2
insula,oligodendrocyte,EP300
insula,oligodendrocyte,SLC11A2
insula,oligodendrocyte,PPP2R5A
insula,oligodendrocyte,XRRA1
insula,oligodendrocyte,SMC5
insula,oligodendrocyte,FBXO7
insula,oligodendrocyte,RAB7A
insula,oligodendrocyte,MNAT1
insula,oligodendrocyte,TBCD
insula,oligodendrocyte,CDC27
insula,oligodendrocyte,SLMAP
insula,oligodendrocyte,APBA1
insula,oligodendrocyte,NCKAP1
insula,oligodendrocyte,UBE3A
insula,oligodendrocyte,AC007566.1
insula,oligodendrocyte,DNAJB6
insula,oligodendrocyte,TCP11L2
insula,oligodendrocyte,HOOK3
insula,oligodendrocyte,CYP27A1
insula,oligodendrocyte,SPECC1
insula,oligodendrocyte,PDK4
insula,oligodendrocyte,SARAF
insula,oligodendrocyte,ILKAP
insula,oligodendrocyte,PDCD6IP
insula,oligodendrocyte,KLF13
insula,oligodendrocyte,UBN2
insula,oligodendrocyte,PROX1
insula,oligodendrocyte,TIAM2
insula,oligodendrocyte,ABHD6
insula,oligodendrocyte,SLC31A2
insula,oligodendrocyte,TNPO1
insula,oligodendrocyte,WASHC5
insula,oligodendrocyte,PPP6R2
insula,oligodendrocyte,ACAP2
insula,oligodendrocyte,MAPKAP1
insula,oligodendrocyte,SSBP3
insula,oligodendrocyte,RPRD1A
insula,oligodendrocyte,NAP1L1
insula,oligodendrocyte,YWHAE
insula,oligodendrocyte,SOS2
insula,oligodendrocyte,HNRNPK
insula,oligodendrocyte,MBTD1
insula,oligodendrocyte,JAKMIP3
insula,oligodendrocyte,TBL1X
insula,oligodendrocyte,STMN4
insula,oligodendrocyte,AEBP2
insula,oligodendrocyte,NR2C2
insula,oligodendrocyte,ELP2
insula,oligodendrocyte,MKL1
insula,oligodendrocyte,ERI3
insula,oligodendrocyte,SVEP1
insula,oligodendrocyte,SCFD2
insula,oligodendrocyte,FARS2
insula,oligodendrocyte,SESN1
insula,oligodendrocyte,PPP4R3B
insula,oligodendrocyte,UPF3A
insula,oligodendrocyte,DCUN1D4
insula,oligodendrocyte,MICU1
insula,oligodendrocyte,USP15
insula,oligodendrocyte,NFATC3
insula,oligodendrocyte,ACSS2
insula,oligodendrocyte,IBTK
insula,oligodendrocyte,CORO1C
insula,oligodendrocyte,KIF21A
insula,oligodendrocyte,DDHD1
insula,oligodendrocyte,TPTEP2-CSNK1E
insula,oligodendrocyte,ARNT2
insula,oligodendrocyte,KCTD3
insula,oligodendrocyte,CLCN3
insula,oligodendrocyte,AL139260.1
insula,oligodendrocyte,EXOC1
insula,oligodendrocyte,ARHGAP35
insula,oligodendrocyte,FBXL20
insula,oligodendrocyte,PRKDC
insula,oligodendrocyte,TRIP11
insula,oligodendrocyte,SPIRE1
insula,oligodendrocyte,CIRBP
insula,oligodendrocyte,TMEM123
insula,oligodendrocyte,CASD1
insula,oligodendrocyte,TRIM33
insula,oligodendrocyte,MFSD14C
insula,oligodendrocyte,CEP290
insula,oligodendrocyte,RAB1A
insula,oligodendrocyte,PPP2R5E
insula,oligodendrocyte,FGFR1OP2
insula,oligodendrocyte,NAA25
insula,oligodendrocyte,HMGN3
insula,oligodendrocyte,ATF6
insula,oligodendrocyte,ACSL1
insula,oligodendrocyte,SGCE
insula,oligodendrocyte,COMMD1
insula,oligodendrocyte,LDLRAD3
insula,oligodendrocyte,RBFOX2
insula,oligodendrocyte,LRRC37A3
insula,oligodendrocyte,AC110285.1
insula,oligodendrocyte,HUWE1
insula,oligodendrocyte,CPD
insula,oligodendrocyte,SMYD3
insula,oligodendrocyte,LGI3
insula,oligodendrocyte,CELF1
insula,oligodendrocyte,MTREX
insula,oligodendrocyte,CANX
insula,oligodendrocyte,MTCH1
insula,oligodendrocyte,AL589740.1
insula,oligodendrocyte,LHPP
insula,oligodendrocyte,FAM222A
insula,oligodendrocyte,HPN-AS1
insula,oligodendrocyte,WWP2
insula,oligodendrocyte,LARP1
insula,oligodendrocyte,AK3
insula,oligodendrocyte,SOX8
insula,oligodendrocyte,CCNI
insula,oligodendrocyte,KIF1A
insula,oligodendrocyte,PRPF4B
insula,oligodendrocyte,USP24
insula,oligodendrocyte,GCLC
insula,oligodendrocyte,SND1
insula,oligodendrocyte,RPAP2
insula,oligodendrocyte,BRMS1L
insula,oligodendrocyte,DOPEY1
insula,oligodendrocyte,CUL5
insula,oligodendrocyte,SLC6A8
insula,oligodendrocyte,ZER1
insula,oligodendrocyte,ADAMTSL3
insula,oligodendrocyte,SERINC3
insula,oligodendrocyte,FBXW11
insula,oligodendrocyte,ZDHHC17
insula,oligodendrocyte,AC098850.3
insula,oligodendrocyte,MICU3
insula,oligodendrocyte,PLXNB1
insula,oligodendrocyte,UBA6
insula,oligodendrocyte,ATAD2B
insula,oligodendrocyte,TOP2B
insula,oligodendrocyte,FAM208A
insula,oligodendrocyte,KIAA1147
insula,oligodendrocyte,PRTFDC1
insula,oligodendrocyte,ZNF407
insula,oligodendrocyte,GPBP1L1
insula,oligodendrocyte,NBEAL1
insula,oligodendrocyte,RILPL1
insula,oligodendrocyte,EPC2
insula,oligodendrocyte,RNF38
insula,oligodendrocyte,RB1
insula,oligodendrocyte,CSMD2
insula,oligodendrocyte,CUL1
insula,oligodendrocyte,RBL2
insula,oligodendrocyte,UBXN4
insula,oligodendrocyte,MORF4L1
insula,oligodendrocyte,CXXC5
insula,oligodendrocyte,TOP1
insula,oligodendrocyte,DCUN1D1
insula,oligodendrocyte,PADI2
insula,oligodendrocyte,MFF
insula,oligodendrocyte,HSD17B12
insula,oligodendrocyte,UHRF2
insula,oligodendrocyte,RAF1
insula,oligodendrocyte,TFDP2
insula,oligodendrocyte,OPA1
insula,oligodendrocyte,CYP7B1
insula,oligodendrocyte,RPL13
insula,oligodendrocyte,MAPK1
insula,oligodendrocyte,MLH3
insula,oligodendrocyte,LRPPRC
insula,oligodendrocyte,AKAP10
insula,oligodendrocyte,IFT88
insula,oligodendrocyte,HSPA2
insula,oligodendrocyte,SUGT1
insula,oligodendrocyte,PLEKHM3
insula,oligodendrocyte,TSEN15
insula,oligodendrocyte,DPF3
insula,oligodendrocyte,SEMA6D
insula,oligodendrocyte,LYPLAL1
insula,oligodendrocyte,NUMA1
insula,oligodendrocyte,METTL15
insula,oligodendrocyte,TCF20
insula,oligodendrocyte,AC090517.4
insula,oligodendrocyte,PTPN4
insula,oligodendrocyte,PREX2
insula,oligodendrocyte,FOXK2
insula,oligodendrocyte,UMAD1
insula,oligodendrocyte,EMSY
insula,oligodendrocyte,CRYBG3
insula,oligodendrocyte,FAM193A
insula,oligodendrocyte,SPRED1
insula,oligodendrocyte,MINDY2
insula,oligodendrocyte,RFC1
insula,oligodendrocyte,LINC00632
insula,oligodendrocyte,TRIO
insula,oligodendrocyte,RNF115
insula,oligodendrocyte,RLF
insula,oligodendrocyte,SUZ12
insula,oligodendrocyte,CEP192
insula,oligodendrocyte,CLCN4
insula,oligodendrocyte,DPP10
insula,oligodendrocyte,EMC2
insula,oligodendrocyte,KAT6B
insula,oligodendrocyte,ZMYM4
insula,oligodendrocyte,MAP3K7
insula,oligodendrocyte,FUBP1
insula,oligodendrocyte,AL354809.1
insula,oligodendrocyte,PURA
insula,oligodendrocyte,NUAK1
insula,oligodendrocyte,APBA2
insula,oligodendrocyte,CD81
insula,oligodendrocyte,PPFIBP2
insula,oligodendrocyte,CREB3L2
insula,oligodendrocyte,TET2
insula,oligodendrocyte,TSGA10
insula,oligodendrocyte,ZNF24
insula,oligodendrocyte,SVIP
insula,oligodendrocyte,MAML2
insula,oligodendrocyte,CDC73
insula,oligodendrocyte,CMSS1
insula,oligodendrocyte,CCDC122
insula,oligodendrocyte,MUM1
insula,oligodendrocyte,SQSTM1
insula,oligodendrocyte,KIAA0319L
insula,oligodendrocyte,USP22
insula,oligodendrocyte,DGKI
insula,oligodendrocyte,FAM120A
insula,oligodendrocyte,INTS6
insula,oligodendrocyte,VGLL4
insula,oligodendrocyte,TMEM260
insula,oligodendrocyte,C1orf198
insula,oligodendrocyte,NUP214
insula,oligodendrocyte,PPP1R14A
insula,oligodendrocyte,VPS41
insula,oligodendrocyte,YIPF4
insula,oligodendrocyte,PTEN
insula,oligodendrocyte,RECK
insula,oligodendrocyte,LINC00894
insula,oligodendrocyte,HSPA12A
insula,oligodendrocyte,NRXN1
insula,oligodendrocyte,MARCH7
insula,oligodendrocyte,OGT
insula,oligodendrocyte,CCDC82
insula,oligodendrocyte,NDUFS1
insula,oligodendrocyte,CSDE1
insula,oligodendrocyte,PBX3
insula,oligodendrocyte,DNM1L
insula,oligodendrocyte,CHORDC1
insula,oligodendrocyte,LARP6
insula,oligodendrocyte,SOGA1
insula,oligodendrocyte,SRGAP3
insula,oligodendrocyte,TAF1D
insula,oligodendrocyte,CYB5R4
insula,oligodendrocyte,CDKN1C
insula,oligodendrocyte,SS18
insula,oligodendrocyte,IRF2
insula,oligodendrocyte,ANKRD13C
insula,oligodendrocyte,TSPAN15
insula,oligodendrocyte,CDH2
insula,oligodendrocyte,PSMD1
insula,oligodendrocyte,PIK3CB
insula,oligodendrocyte,TTYH1
insula,oligodendrocyte,SLC23A2
insula,oligodendrocyte,EPB41L1
insula,oligodendrocyte,APOLD1
insula,oligodendrocyte,KLC1
insula,oligodendrocyte,LURAP1L-AS1
insula,oligodendrocyte,PTPRF
insula,oligodendrocyte,ANKS1A
insula,oligodendrocyte,SECISBP2
insula,oligodendrocyte,ERBB3
insula,oligodendrocyte,TJAP1
insula,oligodendrocyte,ZMAT1
insula,oligodendrocyte,YWHAG
insula,oligodendrocyte,AVL9
insula,oligodendrocyte,PIGU
insula,oligodendrocyte,GPI
insula,oligodendrocyte,AC027644.4
insula,oligodendrocyte,ARMH3
insula,oligodendrocyte,YWHAB
insula,oligodendrocyte,HELZ
insula,oligodendrocyte,TBC1D15
insula,oligodendrocyte,ATP2A2
insula,oligodendrocyte,MAPK8IP1
insula,oligodendrocyte,TTL
insula,oligodendrocyte,STAT5B
insula,oligodendrocyte,CLASRP
insula,oligodendrocyte,GLS
insula,oligodendrocyte,FAM19A5
insula,oligodendrocyte,MYO18A
insula,oligodendrocyte,PNPT1
insula,oligodendrocyte,TYRO3
insula,oligodendrocyte,TMOD2
insula,oligodendrocyte,CAPN7
insula,oligodendrocyte,C2CD5
insula,oligodendrocyte,MAP1A
insula,oligodendrocyte,RIN2
insula,oligodendrocyte,HBP1
insula,oligodendrocyte,CCAR1
insula,oligodendrocyte,C3orf58
insula,oligodendrocyte,GOLGA7
insula,oligodendrocyte,WASHC1
insula,oligodendrocyte,USP14
insula,oligodendrocyte,STAT3
insula,oligodendrocyte,LNPEP
insula,oligodendrocyte,AC091948.1
insula,oligodendrocyte,PPA1
insula,oligodendrocyte,PRKD1
insula,oligodendrocyte,MCCC1
insula,oligodendrocyte,SYNE1
insula,oligodendrocyte,SEMA3C
insula,oligodendrocyte,FCHO1
insula,oligodendrocyte,MID1IP1
insula,oligodendrocyte,VEZT
insula,oligodendrocyte,EEA1
insula,oligodendrocyte,ABCC5
insula,oligodendrocyte,ACTG1
insula,oligodendrocyte,PHTF2
insula,oligodendrocyte,MAPK6
insula,oligodendrocyte,KIF3A
insula,oligodendrocyte,SEC62
insula,oligodendrocyte,C15orf41
insula,oligodendrocyte,GOLGB1
insula,oligodendrocyte,FAM208B
insula,oligodendrocyte,RNF217
insula,oligodendrocyte,REV1
insula,oligodendrocyte,YY1
insula,oligodendrocyte,ELP4
insula,oligodendrocyte,ACAP3
insula,oligodendrocyte,THUMPD3-AS1
insula,oligodendrocyte,OSBPL8
insula,oligodendrocyte,DPH6-DT
insula,oligodendrocyte,CTDSPL2
insula,oligodendrocyte,PUM3
insula,oligodendrocyte,RORA
insula,oligodendrocyte,AC139887.2
insula,oligodendrocyte,HNRNPM
insula,oligodendrocyte,TMEM235
insula,oligodendrocyte,CWF19L2
insula,oligodendrocyte,SNX19
insula,oligodendrocyte,BABAM2
insula,oligodendrocyte,KPNB1
insula,oligodendrocyte,TRRAP
insula,oligodendrocyte,RBMX
insula,oligodendrocyte,PDXDC1
insula,oligodendrocyte,OMG
insula,oligodendrocyte,DYNLL1
insula,oligodendrocyte,IRF2BP2
insula,oligodendrocyte,TIAL1
insula,oligodendrocyte,SLC25A27
insula,oligodendrocyte,LYST
insula,oligodendrocyte,KATNBL1
insula,oligodendrocyte,SOX2
insula,oligodendrocyte,CD46
insula,oligodendrocyte,CCDC66
insula,oligodendrocyte,PAPSS1
insula,oligodendrocyte,SLC30A9
insula,oligodendrocyte,KCNJ2
insula,oligodendrocyte,MECP2
insula,oligodendrocyte,NORAD
insula,oligodendrocyte,EVI5L
insula,oligodendrocyte,SEC31A
insula,oligodendrocyte,AFF1
insula,oligodendrocyte,SLC35F5
insula,oligodendrocyte,SNX13
insula,oligodendrocyte,SCFD1
insula,oligodendrocyte,ZDHHC21
insula,oligodendrocyte,SMG6
insula,oligodendrocyte,RHBDD1
insula,oligodendrocyte,HNRNPH1
insula,oligodendrocyte,DANT2
insula,oligodendrocyte,DDX46
insula,oligodendrocyte,UBE2D2
insula,oligodendrocyte,FAM222B
insula,oligodendrocyte,RNASE1
insula,oligodendrocyte,AP1G1
insula,oligodendrocyte,S100B
insula,oligodendrocyte,ARPP19
insula,oligodendrocyte,ATP2B1
insula,oligodendrocyte,HIBADH
insula,oligodendrocyte,BTAF1
insula,oligodendrocyte,TSC22D3
insula,oligodendrocyte,ZBTB1
insula,oligodendrocyte,ALMS1
insula,oligodendrocyte,GIT1
insula,oligodendrocyte,ABHD12
insula,oligodendrocyte,ARL6IP5
insula,oligodendrocyte,OLA1
insula,oligodendrocyte,ACSL4
insula,oligodendrocyte,RALGAPB
insula,oligodendrocyte,FBXL4
insula,oligodendrocyte,POLA1
insula,oligodendrocyte,ARL8A
insula,oligodendrocyte,CSPP1
insula,oligodendrocyte,CRBN
insula,oligodendrocyte,KHDRBS1
insula,oligodendrocyte,ADAM22
insula,oligodendrocyte,BRD4
insula,oligodendrocyte,PIK3C2A
insula,oligodendrocyte,NDFIP2
insula,oligodendrocyte,TEAD1
insula,oligodendrocyte,TMEM151A
insula,oligodendrocyte,CPLANE1
insula,oligodendrocyte,CBLB
insula,oligodendrocyte,RAB11FIP2
insula,oligodendrocyte,FTCDNL1
insula,oligodendrocyte,EEF1A1
insula,oligodendrocyte,KIF16B
insula,oligodendrocyte,ABCG1
insula,oligodendrocyte,MAP7D1
insula,oligodendrocyte,RASSF4
insula,oligodendrocyte,PPIG
insula,oligodendrocyte,TMC6
insula,oligodendrocyte,RHOT1
insula,oligodendrocyte,ZBTB7A
insula,oligodendrocyte,ARHGEF12
insula,oligodendrocyte,RBBP6
insula,oligodendrocyte,HYDIN
insula,oligodendrocyte,ZNF33A
insula,oligodendrocyte,UNC5B
insula,oligodendrocyte,FAM177A1
insula,oligodendrocyte,PIGN
insula,oligodendrocyte,LINC01505
insula,oligodendrocyte,STX8
insula,oligodendrocyte,NSF
insula,oligodendrocyte,DHX15
insula,oligodendrocyte,ZNF565
insula,oligodendrocyte,HSPH1
insula,oligodendrocyte,IDS
insula,oligodendrocyte,SSFA2
insula,oligodendrocyte,PIKFYVE
insula,oligodendrocyte,XPO7
insula,oligodendrocyte,TPP2
insula,oligodendrocyte,HNRNPR
insula,oligodendrocyte,LINC00877
insula,oligodendrocyte,TRA2B
